date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:50:53	121217/121217	---MCZ	200	added ('OK')	text/css	etag:W/%2266a30890-1d981%22	https://zurichdental.ch/wp-content/uploads/elementor/css/post-19432.css?ver=1721960592	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/wp-content/uploads/elementor/css/post-194327c81.css	(from https://zurichdental.ch/)
13:50:53	8502/8502	---MCZ	200	added ('OK')	text/css	etag:W/%2266a30854-2136%22	https://zurichdental.ch/wp-content/uploads/elementor/css/post-6881.css?ver=1721960532	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/wp-content/uploads/elementor/css/post-6881ebde.css	(from https://zurichdental.ch/)
13:50:53	10190/10190	---M-Z	200	added ('OK')	application/rss+xml	date:Tue,%2009%20Jul%202024%2010:09:17%20GMT	https://zurichdental.ch/comments/feed/	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/comments/feed/index.html	(from https://zurichdental.ch/)
13:50:53	24547/24547	---MCZ	200	added ('OK')	text/css	etag:W/%2266a30854-5fe3%22	https://zurichdental.ch/wp-content/uploads/elementor/css/post-6897.css?ver=1721960532	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/wp-content/uploads/elementor/css/post-6897ebde.css	(from https://zurichdental.ch/)
13:50:53	385/385	---M-Z	200	added ('OK')	text/css	date:Fri,%2026%20Jul%202024%2002:22:13%20GMT	https://zurichdental.ch/wp-content/uploads/elementor/css/post-6952.css?ver=1721960533	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/wp-content/uploads/elementor/css/post-6952ac2d.css	(from https://zurichdental.ch/)
13:50:53	343715/343715	---M-Z	200	added ('OK')	application/rss+xml	date:Tue,%2009%20Jul%202024%2010:09:17%20GMT	https://zurichdental.ch/feed/	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/feed/index.html	(from https://zurichdental.ch/)
13:50:54	39982/39982	---MCZ	200	added ('OK')	text/css	etag:W/%2266a30855-9c2e%22	https://zurichdental.ch/wp-content/cache/min/1/wp-content/cache/borlabs-cookie/borlabs-cookie_1_de.css?ver=1721960533	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/wp-content/cache/min/1/wp-content/cache/borlabs-cookie/borlabs-cookie_1_deac2d.css	(from https://zurichdental.ch/)
13:50:54	22132/22132	---MCZ	200	added ('OK')	text/css	etag:W/%2266a30855-5674%22	https://zurichdental.ch/wp-content/cache/min/1/wp-content/plugins/skyboot-custom-icons-for-elementor/assets/css/elegant.css?ver=1721960533	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/wp-content/cache/min/1/wp-content/plugins/skyboot-custom-icons-for-elementor/assets/css/elegantac2d.css	(from https://zurichdental.ch/)
13:50:54	92374/92374	---MCZ	200	added ('OK')	text/css	etag:W/%2266a30855-168d6%22	https://zurichdental.ch/wp-content/cache/min/1/wp-content/plugins/skyboot-custom-icons-for-elementor/assets/css/icofont.min.css?ver=1721960533	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/wp-content/cache/min/1/wp-content/plugins/skyboot-custom-icons-for-elementor/assets/css/icofont.minac2d.css	(from https://zurichdental.ch/)
13:50:54	8066/8066	---MCZ	200	added ('OK')	text/css	etag:W/%2266a30855-1f82%22	https://zurichdental.ch/wp-content/cache/min/1/wp-content/plugins/skyboot-custom-icons-for-elementor/assets/css/iconic.css?ver=1721960533	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/wp-content/cache/min/1/wp-content/plugins/skyboot-custom-icons-for-elementor/assets/css/iconicac2d.css	(from https://zurichdental.ch/)
13:50:54	7498/7498	---MCZ	200	added ('OK')	text/css	etag:W/%2266a30855-1d4a%22	https://zurichdental.ch/wp-content/cache/min/1/wp-content/plugins/skyboot-custom-icons-for-elementor/assets/css/linearicons.css?ver=1721960533	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/wp-content/cache/min/1/wp-content/plugins/skyboot-custom-icons-for-elementor/assets/css/lineariconsac2d.css	(from https://zurichdental.ch/)
13:50:55	245516/245516	---MCZ	200	added ('OK')	text/css	etag:W/%2266a30855-3bf0c%22	https://zurichdental.ch/wp-content/cache/min/1/wp-content/plugins/skyboot-custom-icons-for-elementor/assets/css/materialdesignicons.min.css?ver=1721960533	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/wp-content/cache/min/1/wp-content/plugins/skyboot-custom-icons-for-elementor/assets/css/materialdesignicons.minac2d.css	(from https://zurichdental.ch/)
13:50:55	14253/14253	---MCZ	200	added ('OK')	text/css	etag:W/%2266a30855-37ad%22	https://zurichdental.ch/wp-content/cache/min/1/wp-content/plugins/skyboot-custom-icons-for-elementor/assets/css/themify.css?ver=1721960533	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/wp-content/cache/min/1/wp-content/plugins/skyboot-custom-icons-for-elementor/assets/css/themifyac2d.css	(from https://zurichdental.ch/)
13:50:55	6643/6643	---MCZ	200	added ('OK')	text/css	etag:W/%2266a30855-19f3%22	https://zurichdental.ch/wp-content/cache/min/1/wp-content/plugins/ele-custom-skin/assets/css/ecs-style.css?ver=1721960533	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/wp-content/cache/min/1/wp-content/plugins/ele-custom-skin/assets/css/ecs-styleac2d.css	(from https://zurichdental.ch/)
13:50:55	4318/4318	---MCZ	200	added ('OK')	text/css	etag:W/%2266a3088c-10de%22	https://zurichdental.ch/wp-content/uploads/elementor/css/post-8057.css?ver=1654167177	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/wp-content/uploads/elementor/css/post-80573443.css	(from https://zurichdental.ch/)
13:50:56	4349/4349	---MCZ	200	added ('OK')	text/css	etag:W/%2266a30b9b-10fd%22	https://zurichdental.ch/wp-content/uploads/elementor/css/post-16132.css?ver=1654167005	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/wp-content/uploads/elementor/css/post-16132ad23.css	(from https://zurichdental.ch/)
13:50:56	4349/4349	---MCZ	200	added ('OK')	text/css	etag:W/%2266a30b9b-10fd%22	https://zurichdental.ch/wp-content/uploads/elementor/css/post-16135.css?ver=1654167194	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/wp-content/uploads/elementor/css/post-161351ae5.css	(from https://zurichdental.ch/)
13:50:56	4349/4349	---MCZ	200	added ('OK')	text/css	etag:W/%2266a3089a-10fd%22	https://zurichdental.ch/wp-content/uploads/elementor/css/post-16161.css?ver=1654169391	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/wp-content/uploads/elementor/css/post-161619cb5.css	(from https://zurichdental.ch/)
13:50:56	4349/4349	---MCZ	200	added ('OK')	text/css	etag:W/%2266a3089a-10fd%22	https://zurichdental.ch/wp-content/uploads/elementor/css/post-16164.css?ver=1654169700	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/wp-content/uploads/elementor/css/post-161640b09.css	(from https://zurichdental.ch/)
13:50:56	4349/4349	---MCZ	200	added ('OK')	text/css	etag:W/%2266a30899-10fd%22	https://zurichdental.ch/wp-content/uploads/elementor/css/post-16167.css?ver=1654170033	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/wp-content/uploads/elementor/css/post-16167762c.css	(from https://zurichdental.ch/)
13:50:57	662/662	---M--	200	added ('OK')	image/png	date:Tue,%2006%20Feb%202024%2003:08:48%20GMT	https://zurichdental.ch/wp-content/plugins/wp-rocket/assets/img/youtube.png	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/wp-content/plugins/wp-rocket/assets/img/youtube.png	(from https://zurichdental.ch/)
13:50:57	58071/58071	---MCZ	200	added ('OK')	text/css	etag:W/%2266b0da12-e2d7%22	https://zurichdental.ch/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://zurichdental.ch/)
13:50:57	1082/1082	---M--	200	added ('OK')	text/css	etag:%2266a30855-43a%22	https://zurichdental.ch/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=1721960533	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.minac2d.css	(from https://zurichdental.ch/)
13:50:57	1088/1088	---M--	200	added ('OK')	text/css	etag:%2266a30855-440%22	https://zurichdental.ch/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=1721960533	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.minac2d.css	(from https://zurichdental.ch/)
13:50:58	89815/89815	---MCZ	200	added ('OK')	application/javascript	etag:W/%22645a519f-15ed7%22	https://zurichdental.ch/wp-includes/js/jquery/jquery.min.js?ver=3.6.4	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/wp-includes/js/jquery/jquery.min5aed.js	(from https://zurichdental.ch/)
13:50:58	1625/1625	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266797aee-659%22	https://zurichdental.ch/wp-content/plugins/borlabs-cookie/assets/javascript/borlabs-cookie-prioritize.min.js?ver=2.2.68	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/wp-content/plugins/borlabs-cookie/assets/javascript/borlabs-cookie-prioritize.min279b.js	(from https://zurichdental.ch/)
13:50:59	279632/279632	---M-Z	200	added ('OK')	application/json	date:Thu,%2022%20Aug%202024%2011:51:00%20GMT	https://zurichdental.ch/wp-json/	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/wp-json/index.html	(from https://zurichdental.ch/)
13:51:00	143228/143228	---M-Z	200	added ('OK')	application/json	date:Thu,%2022%20Aug%202024%2011:51:01%20GMT	https://zurichdental.ch/wp-json/wp/v2/pages/19432	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/wp-json/wp/v2/pages/19432.json	(from https://zurichdental.ch/)
13:51:01	805/805	---M-Z	200	added ('OK')	text/xml	date:Thu,%2022%20Aug%202024%2011:51:02%20GMT	https://zurichdental.ch/xmlrpc.php?rsd	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/xmlrpc0db0.php	(from https://zurichdental.ch/)
13:51:01	1045/1045	---M--	200	added ('OK')	text/xml	etag:%225da982de-415%22	https://zurichdental.ch/wp-includes/wlwmanifest.xml	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/wp-includes/wlwmanifest.xml	(from https://zurichdental.ch/)
13:51:03	2757/2757	---M-Z	200	added ('OK')	application/json	date:Thu,%2022%20Aug%202024%2011:51:03%20GMT	https://zurichdental.ch/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fzurichdental.ch%2F	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/wp-json/oembed/1.0/embedd680.json	(from https://zurichdental.ch/)
13:51:04	2892/2892	---M-Z	200	added ('OK')	text/xml	date:Thu,%2022%20Aug%202024%2011:51:05%20GMT	https://zurichdental.ch/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fzurichdental.ch%2F&format=xml	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/wp-json/oembed/1.0/embedf957	(from https://zurichdental.ch/)
13:51:04	461199/461199	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Aug%202024%2006:34:03%20GMT	https://zurichdental.ch/en/	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/en/index.html	(from https://zurichdental.ch/)
13:51:05	464434/464434	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Aug%202024%2010:39:26%20GMT	https://zurichdental.ch/fr/	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/fr/index.html	(from https://zurichdental.ch/)
13:51:05	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Thu,%2022%20Aug%202024%2011:51:05%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/Users/bre/Desktop/projekt/zurichdental.ch/www.googletagmanager.com/gtm.2b5445.delayed	(from https://zurichdental.ch/)
13:51:05	1872/1872	---M--	200	added ('OK')	image/png	etag:%225f7c62f1-750%22	https://zurichdental.ch/wp-content/uploads/2019/12/apple-touch-icon-100x100.png	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/wp-content/uploads/2019/12/apple-touch-icon-100x100.png	(from https://zurichdental.ch/)
13:51:05	1552/1552	---M--	200	added ('OK')	image/png	etag:%225f7c62f1-610%22	https://zurichdental.ch/wp-content/uploads/2019/12/apple-touch-icon.png	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/wp-content/uploads/2019/12/apple-touch-icon.png	(from https://zurichdental.ch/)
13:51:05	3924/3924	---M--	200	added ('OK')	image/png	etag:%225f7c6929-f54%22	https://zurichdental.ch/wp-content/uploads/2018/04/logo.png	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/wp-content/uploads/2018/04/logo.png	(from https://zurichdental.ch/)
13:51:06	1114721/1114721	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Aug%202024%2006:34:01%20GMT	https://zurichdental.ch/das-team	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/das-team.html	(from https://zurichdental.ch/)
13:51:07	869499/869499	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Aug%202024%2009:45:09%20GMT	https://zurichdental.ch/behandlungen	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/behandlungen.html	(from https://zurichdental.ch/)
13:51:08	783177/783177	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Aug%202024%2002:32:37%20GMT	https://zurichdental.ch/zahnarzt-zuerich-bahnhofplatz/	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/zahnarzt-zuerich-bahnhofplatz/index.html	(from https://zurichdental.ch/)
13:51:09	352124/352124	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Aug%202024%2003:01:44%20GMT	https://zurichdental.ch/konditionen	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/konditionen.html	(from https://zurichdental.ch/)
13:51:09	358033/358033	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Aug%202024%2002:47:23%20GMT	https://zurichdental.ch/about/	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/about/index.html	(from https://zurichdental.ch/)
13:51:09	665650/665650	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Aug%202024%2004:40:11%20GMT	https://zurichdental.ch/zahnarzt-stettbach-duebendorf/	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/zahnarzt-stettbach-duebendorf/index.html	(from https://zurichdental.ch/)
13:51:10	987872/987872	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Aug%202024%2002:47:19%20GMT	https://zurichdental.ch/praxisnews/	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/praxisnews/index.html	(from https://zurichdental.ch/)
13:51:10	896262/896262	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Aug%202024%2007:35:09%20GMT	https://zurichdental.ch/aktionen	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/aktionen.html	(from https://zurichdental.ch/)
13:51:11	358147/358147	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Aug%202024%2002:47:20%20GMT	https://zurichdental.ch/kontakt	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/kontakt.html	(from https://zurichdental.ch/)
13:51:11	327592/327592	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Aug%202024%2006:33:58%20GMT	https://zurichdental.ch/online-termin	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/online-termin.html	(from https://zurichdental.ch/)
13:51:11	987961/987961	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Aug%202024%2002:46:11%20GMT	https://zurichdental.ch/event	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/event.html	(from https://zurichdental.ch/)
13:51:12	336882/336882	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Aug%202024%2002:47:17%20GMT	https://zurichdental.ch/treueprogramm	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/treueprogramm.html	(from https://zurichdental.ch/)
13:51:12	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2022%20Aug%202024%2011:51:12%20GMT	https://zurichdental.ch/shop	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/shop	(from https://zurichdental.ch/)
13:51:12	358033/358033	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Aug%202024%2002:47:23%20GMT	https://zurichdental.ch/about	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/about.html	(from https://zurichdental.ch/)
13:51:12	987872/987872	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Aug%202024%2002:47:19%20GMT	https://zurichdental.ch/praxisnews	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/praxisnews.html	(from https://zurichdental.ch/)
13:51:12	13930/13930	---M--	200	added ('OK')	image/png	etag:%225f7c62e9-366a%22	https://zurichdental.ch/wp-content/uploads/2019/12/footer-slogan-de.png	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/wp-content/uploads/2019/12/footer-slogan-de.png	(from https://zurichdental.ch/)
13:51:13	390944/390944	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Aug%202024%2004:40:06%20GMT	https://zurichdental.ch/sommeraktion2024	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/sommeraktion2024.html	(from https://zurichdental.ch/)
13:51:14	439281/439281	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Aug%202024%2002:45:52%20GMT	https://zurichdental.ch/dsd-digital-smile-design	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/dsd-digital-smile-design.html	(from https://zurichdental.ch/)
13:51:14	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2022%20Aug%202024%2011:51:14%20GMT	https://zurichdental.ch/standort-zuerich-bahnhofsplatz/	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/standort-zuerich-bahnhofsplatz/index.html	(from https://zurichdental.ch/)
13:51:14	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2022%20Aug%202024%2011:51:15%20GMT	https://zurichdental.ch/standort-zuerich-stettbach/	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/standort-zuerich-stettbach/index.html	(from https://zurichdental.ch/)
13:51:14	17254/17254	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225e206c40-4366%22	https://zurichdental.ch/wp-content/uploads/2020/01/icon-navi-rundgang-pos.svg	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/wp-content/uploads/2020/01/icon-navi-rundgang-pos.svg	(from https://zurichdental.ch/)
13:51:14	2150/2150	---M--	200	added ('OK')	image/png	etag:%225f7c5d7b-866%22	https://zurichdental.ch/wp-content/uploads/2020/07/icon-navi-praxis-pos.png	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/wp-content/uploads/2020/07/icon-navi-praxis-pos.png	(from https://zurichdental.ch/)
13:51:14	358147/358147	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Aug%202024%2002:47:20%20GMT	https://zurichdental.ch/kontakt/	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/kontakt/index.html	(from https://zurichdental.ch/)
13:51:14	1538/1538	---M--	200	added ('OK')	image/png	etag:%225f7c5d9a-602%22	https://zurichdental.ch/wp-content/uploads/2020/07/icon-navi-philo-pos.png	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/wp-content/uploads/2020/07/icon-navi-philo-pos.png	(from https://zurichdental.ch/)
13:51:15	896529/896529	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Aug%202024%2007:34:52%20GMT	https://zurichdental.ch/blog	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/blog.html	(from https://zurichdental.ch/)
13:51:16	394734/394734	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Aug%202024%2002:46:02%20GMT	https://zurichdental.ch/invisalign/	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/invisalign/index.html	(from https://zurichdental.ch/)
13:51:16	797/797	---M--	200	added ('OK')	image/png	date:Tue,%2006%20Oct%202020%2012:05:55%20GMT	https://zurichdental.ch/wp-content/uploads/2020/07/icon-navi-news-pos.png	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/wp-content/uploads/2020/07/icon-navi-news-pos.png	(from https://zurichdental.ch/)
13:51:16	15270/15270	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225e206c64-3ba6%22	https://zurichdental.ch/wp-content/uploads/2020/01/icon-navi-behandlungen-neg.svg	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/wp-content/uploads/2020/01/icon-navi-behandlungen-neg.svg	(from https://zurichdental.ch/)
13:51:16	1713/1713	---M--	200	added ('OK')	image/png	etag:%225f7c5d87-6b1%22	https://zurichdental.ch/wp-content/uploads/2020/07/icon-navi-preisliste-neg.png	C:/Users/bre/Desktop/projekt/zurichdental.ch/zurichdental.ch/wp-content/uploads/2020/07/icon-navi-preisliste-neg.png	(from https://zurichdental.ch/)
